"player_id","hall_rating"
"moorebi02",-0.298
"morgaed01",-0.298
"moseswa01",-0.298
"nealbl01",-0.298
"noursch01",-0.298
"owenma01",-0.298
"parrila01",-0.298
"patteca01",-0.298
"poindje01",-0.298
"poledi01",-0.298
"quinore01",-0.298
"rederjo01",-0.298
"rhodeka01",-0.298
"riggejo01",-0.298
"risinpo01",-0.298
"rosarbu01",-0.298
"sauersc01",-0.298
"schlibi01",-0.298
"sheetan01",-0.298
"shephke01",-0.298
"shielbe01",-0.298
"shortbi01",-0.298
"smithch08",-0.298
"spearna01",-0.298
"sprowbo01",-0.298
"stairma01",-0.298
"sternad01",-0.298
"tavarje01",-0.298
"taylosc01",-0.298
"thielja01",-0.298
"tobinjo02",-0.298
"trabebi01",-0.298
"valdese01",-0.298
"vanegti01",-0.298
"verasda01",-0.298
"webstle01",-0.298
"westda01",-0.298
"youngma01",-0.298
"zinkch01",-0.298
"lazorjo01",-0.31
"wrighto01",-0.312
"hausmcl01",-0.325
"lacyke01",-0.33
"coopegu01",-0.333
"aardsda01",-0.397
"alvarlu01",-0.397
"anderla03",-0.397
"aukerel01",-0.397
"bailebo01",-0.397
"barbefr01",-0.397
"blackti01",-0.397
"blossgr01",-0.397
"brododi01",-0.397
"caldeiv01",-0.397
"caldwra02",-0.397
"carrahe01",-0.397
"cascajo01",-0.397
"choji01",-0.397
"clemola01",-0.397
"crespce01",-0.397
"deinipe01",-0.397
"doranto01",-0.397
"flahejo01",-0.397
"gilhofr01",-0.397
"gonzaje01",-0.397
"grillgu01",-0.397
"grissma01",-0.397
"gutieri01",-0.397
"heisebo01",-0.397
"hinsker01",-0.397
"holmbi01",-0.397
"jacksco01",-0.397
"jacksro01",-0.397
"jenksbo01",-0.397
"joneshu01",-0.397
"kalliru01",-0.397
"lackejo01",-0.397
"lerchdu01",-0.397
"leroylo01",-0.397
"lillide01",-0.397
"loeppge01",-0.397
"loftoja01",-0.397
"loonebr01",-0.397
"maynach01",-0.397
"meredcl01",-0.397
"mientdo01",-0.397
"mitchke01",-0.397
"mundybi01",-0.397
"o'neibi01",-0.397
"ortizlu01",-0.397
"papist01",-0.397
"phillda01",-0.397
"piercje01",-0.397
"portebo01",-0.397
"robidbi01",-0.397
"rogerle01",-0.397
"rosebr01",-0.397
"rudijo01",-0.397
"santoan01",-0.397
"saylebi01",-0.397
"schoesc01",-0.397
"selbybi01",-0.397
"sheame01",-0.397
"smithed04",-0.397
"snowj.01",-0.397
"sothoal01",-0.397
"suppaje01",-0.397
"velazgi01",-0.397
"vicksa01",-0.397
"volzja01",-0.397
"willida02",-0.397
"wilsojo02",-0.397
"woodjo04",-0.397
"wyckowe01",-0.397
"freemhe01",-0.401
"gleasha01",-0.412
"pavledo01",-0.412
"kennejo03",-0.419
"andreer01",-0.496
"ballne01",-0.496
"barklbr01",-0.496
"beltres01",-0.496
"boonera01",-0.496
"cabrefe01",-0.496
"carroed01",-0.496
"dalledo01",-0.496
"devoral01",-0.496
"dillast01",-0.496
"garricl01",-0.496
"grayda01",-0.496
"hammoch01",-0.496
"harriwi02",-0.496
"heimafr01",-0.496
"hinklgo01",-0.496
"johnsja02",-0.496
"jonesch03",-0.496
"kimsu01",-0.496
"lollati01",-0.496
"magripe01",-0.496
"mahonch01",-0.496
"mcnaier01",-0.496
"mejiaro01",-0.496
"meolami01",-0.496
"midkidi01",-0.496
"murrama01",-0.496
"nelsojo01",-0.496
"niarhgu01",-0.496
"olivege01",-0.496
"olsonte01",-0.496
"penawi01",-0.496
"pozoar01",-0.496
"rileser01",-0.496
"rosensi01",-0.496
"ryege01",-0.496
"stimsca01",-0.496
"tarvela01",-0.496
"trlicri01",-0.496
"vandehy01",-0.496
"wannipe01",-0.496
"waslega01",-0.496
"whitema03",-0.496
"woodke01",-0.496
"workmho01",-0.496
"worthal01",-0.496
"lamabja01",-0.497
"baynebi01",-0.529
"adkindo01",-0.595
"altroni01",-0.595
"asbjoca01",-0.595
"asproke01",-0.595
"bailean01",-0.595
"brognri01",-0.595
"darwibo01",-0.595
"dorseji01",-0.595
"dumonge01",-0.595
"gelbech01",-0.595
"hermadu01",-0.595
"hermije01",-0.595
"jenkito01",-0.595
"malavjo01",-0.595
"mccalwi01",-0.595
"melanma01",-0.595
"mustaal01",-0.595
"newmaje01",-0.595
"nonnere01",-0.595
"peterbo01",-0.595
"remlimi01",-0.595
"sommeru01",-0.595
"staniro01",-0.595
"trautjo01",-0.595
"turlebo01",-0.595
"valleda01",-0.595
"waltefr01",-0.595
"woodwi01",-0.595
"zupcibo01",-0.595
"barryed01",-0.624
"consobi01",-0.686
"chechch01",-0.694
"dentesa01",-0.694
"durstce01",-0.694
"ellswst01",-0.694
"fioremi01",-0.694
"francra01",-0.694
"geygach01",-0.694
"glennjo02",-0.694
"heepda01",-0.694
"herrito01",-0.694
"irvinda01",-0.694
"joosted01",-0.694
"lockwsk01",-0.694
"lopezja01",-0.694
"moforhe01",-0.694
"murrage01",-0.694
"petryda01",-0.694
"smithge03",-0.694
"stewaza01",-0.694
"vanbuje01",-0.694
"vancaal01",-0.694
"weilaky01",-0.694
"winseto01",-0.694
"lavarry01",-0.753
"fewstch01",-0.774
"agnewsa01",-0.793
"alexama02",-0.793
"armbrch01",-0.793
"barnaba01",-0.793
"burdabo01",-0.793
"carlycl01",-0.793
"dickege02",-0.793
"dickmem01",-0.793
"duffyfr01",-0.793
"grebecr01",-0.793
"hartech01",-0.793
"howrybo01",-0.793
"jonesja03",-0.793
"littldi01",-0.793
"littogr01",-0.793
"mussepa01",-0.793
"oglivbe01",-0.793
"pauleda01",-0.793
"penaal01",-0.793
"rodrifr02",-0.793
"rohrbi01",-0.793
"ryanja02",-0.793
"schanch01",-0.793
"schmege01",-0.793
"smithfr03",-0.793
"smithza01",-0.793
"smoltjo01",-0.793
"trujimi01",-0.793
"wightbi01",-0.793
"wintecl01",-0.793
"averyst01",-0.893
"caldwea01",-0.893
"campbpa01",-0.893
"dahlgba01",-0.893
"fitzgho01",-0.893
"fortuga01",-0.893
"gastoal01",-0.893
"gerbewa01",-0.893
"guttedo01",-0.893
"howarel01",-0.893
"jamesbi01",-0.893
"kelluwi01",-0.893
"kotsama01",-0.893
"leistjo01",-0.893
"lugoju01",-0.893
"murphto02",-0.893
"neubaha01",-0.893
"o'brija02",-0.893
"sadowbo02",-0.893
"shankho01",-0.893
"sheafda01",-0.893
"sheldro01",-0.893
"simmoal01",-0.893
"sisleda01",-0.893
"skokcr01",-0.893
"veraswi01",-0.893
"winnihe01",-0.893
"landibi01",-0.955
"chambwe01",-0.992
"chaseke01",-0.992
"gaffkfa01",-0.992
"johnsvi01",-0.992
"manushe01",-0.992
"mcgrabo01",-0.992
"mclauju01",-0.992
"melvibo01",-0.992
"milesde01",-0.992
"navarya01",-0.992
"papaial01",-0.992
"ripleal01",-0.992
"sambijo01",-0.992
"seedsbo01",-0.992
"seguidi01",-0.992
"settlme01",-0.992
"siebeno01",-0.992
"spansbi01",-0.992
"stokeal01",-0.992
"vazqura01",-0.992
"godwijo01",-1.073
"earlear01",-1.079
"brownmi01",-1.085
"bailege01",-1.091
"birddo01",-1.091
"camermi01",-1.091
"cissebi01",-1.091
"hardyca01",-1.091
"hitchbi01",-1.091
"jarvira01",-1.091
"luceyjo01",-1.091
"mcmilno01",-1.091
"milleel01",-1.091
"mitchjo01",-1.091
"mossle01",-1.091
"o'brito03",-1.091
"pellaed01",-1.091
"rehgwa01",-1.091
"shortch01",-1.091
"sulliha02",-1.091
"tarbear01",-1.091
"billija01",-1.19
"cashke01",-1.19
"clarkto02",-1.19
"maxwech01",-1.19
"moserwa01",-1.19
"oberlfr01",-1.19
"reichdi01",-1.19
"stumpge01",-1.205
"bergmo01",-1.289
"cookaa01",-1.289
"gibsono01",-1.289
"giledo01",-1.289
"hetzeer01",-1.289
"hugheed01",-1.289
"lansimi01",-1.289
"mchalma01",-1.289
"satrito01",-1.289
"watwojo01",-1.289
"borlato01",-1.388
"chakabo01",-1.388
"eshelva01",-1.388
"morgare01",-1.388
"russeri01",-1.388
"smithge04",-1.388
"stigmdi01",-1.388
"wambsbi01",-1.388
"willste01",-1.388
"willide01",-1.402
"sullima02",-1.419
"rominke01",-1.436
"gallaed01",-1.488
"hancoga01",-1.488
"hansecr01",-1.488
"hortoto01",-1.488
"o'doule01",-1.488
"terryya01",-1.488
"frohwto01",-1.587
"hatchbi01",-1.587
"lundgde01",-1.587
"smithmi03",-1.587
"bowmajo01",-1.686
"dawsoan01",-1.686
"leedu01",-1.686
"stonede01",-1.686
"kolstha01",-1.785
"krausle02",-1.785
"anderfr01",-1.864
"almadme01",-1.894
"ryanmi02",-1.949
"bucknbi01",-1.983
"nixonru01",-1.983
"tartajo01",-1.983
"fuhros01",-2.281
"gibsoru01",-2.281
"hoeyja01",-2.281
"newsodi01",-2.281
"cecilre01",-2.38
"waltero01",-2.38
"melilsk01",-2.578
"warstra01",-2.578
"connoed01",-2.678
"ciscoga01",-2.876
"o'neiem01",-2.975
"pittipi01",-3.074
"olsonka01",-3.372
"gutieja01",-3.669
"romered01",-3.768
"jonesda03",-3.967
"stephje01",-4.364
"collish01",-4.661
